9,9,-44941.33,5714499.08,231.656358264,MOD13Q1.A2006001.h17v03.005.2008063080924.250m_16_days_NDVI,MOD13Q1,A2006001,Lat51.4017666666667Lon-0.633633333333333Samp9Line9,2008063080924,3926,4655,4589,5064,5064,4891,4782,4577,4611,3838,4641,4505,4363,4637,4759,4762,4931,5362,2224,2383,2347,2053,4559,4559,5112,5087,5334,2068,2068,2022,2070,2569,2500,3739,4384,4995,1683,1485,2015,1889,2297,2931,2882,2022,2486,1630,1485,1594,1484,1484,2388,2757,2218,1764,2035,2176,1709,1487,1653,1628,1471,1603,1775,2168,2316,2133,1979,1499,1577,1790,1857,1545,3068,3155,3032,1752,1499,1467,1588,1679,1672
9,9,-44941.33,5714499.08,231.656358264,MOD13Q1.A2006017.h17v03.005.2008277150148.250m_16_days_NDVI,MOD13Q1,A2006017,Lat51.4017666666667Lon-0.633633333333333Samp9Line9,2008277150148,6370,5692,6381,6381,6452,6395,5887,5677,5593,6327,6264,5685,6339,6339,6247,5887,7219,6493,6327,6736,6491,6464,6776,6776,7538,7789,7205,6887,6846,6657,5993,6233,7135,7135,7666,6687,6440,6440,6149,5748,6233,6040,6498,6498,6118,6210,5834,5834,5748,5450,5938,5635,6182,6182,6244,5277,6666,6389,6350,6015,5790,6413,6333,6606,6416,6666,6518,6518,6349,5880,6188,6852,6622,6416,6301,5624,5171,5171,4990,6188,6683
9,9,-44941.33,5714499.08,231.656358264,MOD13Q1.A2006033.h17v03.005.2008072125044.250m_16_days_NDVI,MOD13Q1,A2006033,Lat51.4017666666667Lon-0.633633333333333Samp9Line9,2008072125044,5627,5984,5579,6308,6200,5686,6065,5537,5396,5997,6282,5704,5600,6261,5649,6065,7290,6317,6502,6282,5982,5982,6601,6516,6564,7514,6536,6889,6393,6262,5712,6324,6516,7198,7285,6228,6889,5854,5610,5240,5566,5936,5936,6670,6368,5809,5809,5354,6063,5090,5819,5356,5817,5586,5861,5091,6365,6063,6013,5859,5648,6141,6332,6204,6372,6289,6258,6258,5669,5690,6141,6487,6175,6761,6289,5559,5746,5484,5690,6030,6279
9,9,-44941.33,5714499.08,231.656358264,MOD13Q1.A2006049.h17v03.005.2008077052746.250m_16_days_NDVI,MOD13Q1,A2006049,Lat51.4017666666667Lon-0.633633333333333Samp9Line9,2008077052746,5932,5932,5432,6442,6271,5763,5763,5752,5766,6080,6090,5432,5809,6059,5501,6760,6912,7367,6713,6090,6088,6088,6652,6303,7318,7318,7367,6713,6486,6052,6052,6024,6206,6594,7247,7247,6531,5910,5637,5297,5950,5568,6594,6141,6141,5700,5632,5734,6224,6073,5568,5723,5862,6217,5532,5532,5649,6224,6073,6073,5680,6229,6721,6082,6082,5649,6601,5950,5768,5768,6135,6481,6243,6513,6513,5892,5043,5115,5115,5665,6481
9,9,-44941.33,5714499.08,231.656358264,MOD13Q1.A2006065.h17v03.005.2008084125326.250m_16_days_NDVI,MOD13Q1,A2006065,Lat51.4017666666667Lon-0.633633333333333Samp9Line9,2008084125326,5737,5181,5181,6001,5743,6051,5640,5640,5503,5737,5827,5807,5807,5743,5743,6554,7387,5503,6280,6280,6207,5807,6345,6990,6990,7387,7387,6545,6545,6207,6304,6304,6248,6990,7186,6322,6210,5846,5846,5389,5389,6248,5898,5898,5832,6210,5487,5487,6104,5722,5722,5909,5909,5832,5700,5500,6379,6104,6025,6025,6086,6361,6361,6275,6275,6379,6379,5885,5265,6086,6419,6419,5787,6275,5831,4677,4677,5265,5265,6107,6328
9,9,-44941.33,5714499.08,231.656358264,MOD13Q1.A2006081.h17v03.005.2008097211316.250m_16_days_NDVI,MOD13Q1,A2006081,Lat51.4017666666667Lon-0.633633333333333Samp9Line9,2008097211316,5560,6361,5499,5998,6100,5785,5727,5727,5833,5957,6361,6490,6266,5781,5662,6320,8398,8398,5957,6684,6476,6972,6230,6230,7711,8258,7226,6951,6951,6535,6524,6790,7117,7117,7357,6844,6488,6108,6108,6524,5677,6024,6770,7357,6542,6066,5772,6123,6123,5838,6443,6770,6490,6490,5771,5772,5710,6714,6693,6693,6986,6931,6688,6633,6308,6008,6702,6125,6693,6619,6225,6408,6343,6288,6257,5992,6125,5374,5747,5747,6408
9,9,-44941.33,5714499.08,231.656358264,MOD13Q1.A2006097.h17v03.005.2008101114031.250m_16_days_NDVI,MOD13Q1,A2006097,Lat51.4017666666667Lon-0.633633333333333Samp9Line9,2008101114031,6232,6339,5634,6437,6598,6293,6037,5595,5087,6525,6525,5890,5717,6540,6000,6037,8205,6840,7197,6383,6383,6461,6915,6810,6593,8520,7469,6986,6412,6705,6703,6453,6810,7677,8224,6848,6986,6045,6673,5932,5518,6105,6105,6738,6472,6465,5859,5881,6316,5518,6179,6730,6706,6534,6058,5516,5516,6613,6369,6704,7255,6767,6534,7054,6244,6586,6586,7414,7333,6547,6643,6719,7031,6505,6022,6606,6606,5489,5472,6643,6825
9,9,-44941.33,5714499.08,231.656358264,MOD13Q1.A2006113.h17v03.005.2008108215750.250m_16_days_NDVI,MOD13Q1,A2006113,Lat51.4017666666667Lon-0.633633333333333Samp9Line9,2008108215750,7435,7135,7199,6802,6802,7158,7108,6762,6595,7133,7123,6787,6606,6606,7289,7334,7649,7725,7139,7163,7257,6606,6953,7292,7355,7708,7726,6992,7092,7297,7297,7432,7462,7654,7687,7453,6996,7114,7169,6956,7429,7460,7724,7739,7504,6727,6524,6524,6956,6956,7700,7700,7738,7245,7220,6524,6524,7205,7205,7700,7700,7327,7327,7220,7220,6730,6730,7205,7176,7176,6794,7327,7118,7118,6730,6730,6097,6097,6794,6794,6794
9,9,-44941.33,5714499.08,231.656358264,MOD13Q1.A2006129.h17v03.005.2008321050749.250m_16_days_NDVI,MOD13Q1,A2006129,Lat51.4017666666667Lon-0.633633333333333Samp9Line9,2008321050749,7550,7550,7391,7391,7391,7391,7636,7636,7690,7550,7550,7391,7391,7391,7391,7636,7636,7636,7123,7123,7438,7438,7438,7438,7675,7675,7675,7123,7123,7438,7438,7438,7675,7675,7675,7675,7632,7545,7243,7243,7243,7587,7587,7587,7587,7139,7545,7545,7545,7783,7587,7587,7587,7587,7139,7249,7249,7783,7783,7783,7441,8036,7739,7540,7249,7249,7140,7140,7783,7441,7441,7441,7540,7540,6792,6792,7140,6647,6647,6647,7478
9,9,-44941.33,5714499.08,231.656358264,MOD13Q1.A2006145.h17v03.005.2008119070047.250m_16_days_NDVI,MOD13Q1,A2006145,Lat51.4017666666667Lon-0.633633333333333Samp9Line9,2008119070047,8657,7850,7850,8058,8394,8287,8287,8121,8196,7992,7992,7295,7295,7785,7448,7833,7833,7776,7620,7620,7404,7035,7387,7448,7992,7905,7905,7640,7276,7404,8088,7905,7742,7742,7747,8201,7268,7276,7276,7702,6877,7459,7771,7807,8201,7268,7136,7594,7594,6997,7622,8188,7807,7928,7391,6718,6498,7663,7663,7808,8129,7849,7849,7444,7571,7476,7975,7975,7808,8129,7344,7814,7575,7439,6965,5985,6868,6868,6058,6739,7814
